participant,block_order,trial_designator,p_c_tt1,p_c_tt2,p_c_tt3,p_c_tt4,p_ic_tt1,p_ic_tt2,p_ic_tt3,p_ic_tt4,t1_c_tt1,t1_c_tt2,t1_c_tt3,t1_c_tt4,t1_ic_tt1,t1_ic_tt2,t1_ic_tt3,t1_ic_tt4,t2_c_tt2,t2_c_tt2,t2_c_tt3,t2_c_tt4,t2_ic_tt2,t2_ic_tt2,t2_ic_tt3,t2_ic_tt4,t3_c_tt3,t3_c_tt2,t3_c_tt3,t3_c_tt4,t3_ic_tt3,t3_ic_tt2,t3_ic_tt3,t3_ic_tt4
Participant 160,Inconsistant,Target 2 Accuracy,,Correct,,Wrong,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,,Correct,Correct
Participant 160,Inconsistant,Target 3 Accuracy,Correct,Correct,,Correct,Correct,,Correct,Correct,Wrong,Correct,,Correct,,Wrong,Correct,Correct,Correct,,Correct,,,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct
Participant 160,Inconsistant,Target 4 Accuracy,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,,,,Correct,Correct,Correct,Wrong,Correct,,Correct,Correct,,Correct,Correct
Participant 160,Inconsistant,Target 5 Accuracy,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct
Participant 160,Inconsistant,Target 6 Accuracy,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 160,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 160,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 160,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 160,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 160,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 160,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 165,Consistant,Target 1 Raw Latency,1794,4040,1623,4758,1638,3479,1856,1779,1591,2230,1513,1404,1560,1607,1482,2637,2449,1154,1342,1264,1950,2792,1825,2215,1279,2247,1170,1389,983,1903,1872,1685
Participant 165,Consistant,Target 2 Raw Latency,1482,9999,2948,2090,1560,2387,1326,1763,1419,1357,1747,1498,1310,1435,1388,1623,1310,1997,1857,1638,1498,2184,1373,1919,1154,1514,1295,1264,1482,1373,1342,1311
Participant 165,Consistant,Target 3 Raw Latency,1389,1591,2106,1888,2044,2309,1779,1716,1263,1747,1591,1388,2060,2028,1576,1467,1139,1529,1216,2138,1279,1061,1638,1342,1217,1560,1419,1170,920,1685,1420,1279
Participant 165,Consistant,Target 4 Raw Latency,1888,2902,1638,1888,1700,1888,1482,1263,1373,1763,1528,1529,1280,1280,2122,1607,1404,1966,2386,1248,1794,1841,1264,1342,1076,1248,1263,2199,2511,1576,1154,1264
Participant 165,Consistant,Target 5 Raw Latency,1685,2699,1856,1825,1451,3479,1591,1404,1779,1762,1576,2153,1342,1685,1623,1857,1216,1544,1201,1420,1732,1466,1435,1497,998,1092,1154,1622,983,1731,1295,1216
Participant 165,Consistant,Target 6 Raw Latency,1295,1716,1841,1622,1607,2418,1748,1545,2090,1732,1763,1295,1639,1685,1358,1560,1295,1606,1170,1310,1326,1825,1372,1670,1389,1685,1233,1669,1046,1420,1216,1201
Participant 165,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 165,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 165,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 165,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 165,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 165,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 165,Consistant,Target 1 Accuracy,,Correct,Correct,,Correct,Correct,,,Correct,,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,,,Correct,Correct,,Correct,Correct,,
Participant 165,Consistant,Target 2 Accuracy,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,
Participant 165,Consistant,Target 3 Accuracy,Correct,,Correct,Wrong,,,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,,,Correct,Correct
Participant 165,Consistant,Target 4 Accuracy,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct
Participant 165,Consistant,Target 5 Accuracy,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,,,,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct
Participant 165,Consistant,Target 6 Accuracy,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,
Participant 165,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 165,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 165,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 165,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 165,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 165,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 170,Inconsistant,Target 1 Raw Latency,1404,1513,1139,1950,1029,1498,2075,1450,1685,1139,1451,3167,1528,1248,1326,1825,1108,1045,1123,1029,1107,2028,1404,1419,920,1810,1124,1482,1263,2386,2247,3182
Participant 170,Inconsistant,Target 2 Raw Latency,3276,1856,1045,2013,1638,1341,1919,2043,1216,1186,1716,952,1341,2356,1607,1310,1606,1653,1294,2418,1310,1341,1092,1794,889,1716,1295,1732,1186,1076,1654,1216
Participant 170,Inconsistant,Target 3 Raw Latency,1217,1841,1201,3260,2403,1420,1279,1170,983,1217,1107,1435,1202,1295,1264,2013,1248,2278,1123,2137,1872,1419,1217,1982,1311,1763,1919,1653,983,1623,1856,2278
Participant 170,Inconsistant,Target 4 Raw Latency,1311,1217,1638,998,998,1529,2621,2137,1138,1264,1498,1357,1217,1981,1373,1482,3900,1700,2059,1934,1450,1482,1607,1373,1497,983,1232,1514,3619,5990,5194,1342
Participant 170,Inconsistant,Target 5 Raw Latency,1825,1966,1341,3354,1124,1810,3682,1264,1498,2215,2012,1872,2637,1436,1482,4493,1622,2933,2808,1794,1217,4009,1311,2761,1217,1654,1217,3417,1700,4337,1294,1763
Participant 170,Inconsistant,Target 6 Raw Latency,1700,2059,1388,1903,2340,1497,1825,3026,1326,3213,1341,1981,1108,1700,1685,2153,920,1264,2044,1264,1794,2153,1388,2371,1155,3073,1498,2090,2995,1482,3978,3370
Participant 170,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 170,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 170,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 170,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 170,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 170,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 170,Inconsistant,Target 1 Accuracy,Wrong,,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,,,Correct,Correct,Correct
Participant 170,Inconsistant,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,,Correct,,Wrong,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct
Participant 170,Inconsistant,Target 3 Accuracy,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,,,Correct,,Correct,,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,
Participant 170,Inconsistant,Target 4 Accuracy,Correct,Correct,,Wrong,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Wrong,
Participant 170,Inconsistant,Target 5 Accuracy,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,,,Correct,Correct,,Correct,,Correct,,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct
Participant 170,Inconsistant,Target 6 Accuracy,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,,Correct
Participant 170,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 170,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 170,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 170,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 170,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 170,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 175,Consistant,Target 1 Raw Latency,1139,1466,1856,1841,1279,1560,2028,1856,1061,1622,1357,1420,1170,1311,1919,2246,1061,1248,2776,1451,3136,1138,1046,1903,1248,1638,1170,1825,967,1669,1279,1794
Participant 175,Consistant,Target 2 Raw Latency,1342,1404,1388,1435,2044,2262,1014,1903,1217,1622,1060,1076,1077,1420,1545,1139,1638,1966,1529,1107,1778,1248,1186,1576,967,2106,2870,1435,1185,1997,1154,1201
Participant 175,Consistant,Target 3 Raw Latency,1248,2262,2480,1326,1919,1669,1404,1514,1092,1263,1263,1092,889,1186,1311,1280,1092,1138,1311,983,1716,1389,1762,1248,936,1310,2200,1575,2309,1716,1233,1279
Participant 175,Consistant,Target 4 Raw Latency,968,1248,1186,1295,1248,1123,1404,1592,983,1202,1794,2044,1544,2762,1248,1576,920,1263,967,1326,1060,936,1451,1716,983,1466,1138,1560,1809,1966,1263,1467
Participant 175,Consistant,Target 5 Raw Latency,1326,1233,3182,1185,1497,1498,1701,1186,843,1435,1591,1264,1232,1123,1217,1747,1310,1108,1280,1388,2044,1373,1513,1216,1748,1342,1622,1107,1950,1685,1856,1404
Participant 175,Consistant,Target 6 Raw Latency,1029,1529,1217,983,1576,1420,1762,1872,904,1248,952,1123,874,999,1981,1248,904,1513,1326,1076,1108,2091,1404,1077,1077,1123,827,1108,1154,1186,1326,2808
Participant 175,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 175,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 175,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 175,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 175,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 175,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 175,Consistant,Target 1 Accuracy,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Wrong,Correct,Correct,,Correct,Correct,Correct,
Participant 175,Consistant,Target 2 Accuracy,,Correct,Correct,,Correct,Wrong,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,
Participant 175,Consistant,Target 3 Accuracy,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct
Participant 175,Consistant,Target 4 Accuracy,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Wrong,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct
Participant 175,Consistant,Target 5 Accuracy,Correct,,,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,,Correct,,Correct,Correct,
Participant 175,Consistant,Target 6 Accuracy,Correct,,Correct,Correct,,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Wrong,,Correct,,Correct,Correct,,,Correct,Correct
Participant 175,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 175,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 175,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 175,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 175,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 175,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 185,Consistant,Target 1 Raw Latency,967,1248,1232,1217,1467,4960,2060,2262,1700,1779,1732,1498,2043,2746,2543,1482,4400,3838,1482,1591,2387,1794,1747,1903,1092,1139,2387,1279,1232,2278,2121,4010
Participant 185,Consistant,Target 2 Raw Latency,1201,2496,4789,1794,2902,2372,1232,1607,1342,1420,1170,1373,2090,3385,1701,1372,1185,1076,1732,1904,2371,1342,1825,2200,1185,2714,3276,1841,3510,2870,1514,1014
Participant 185,Consistant,Target 3 Raw Latency,2013,1732,1903,1108,1638,2901,1514,2044,1623,2824,1794,1326,1248,1794,1872,1981,2028,1763,1295,2122,1607,1529,2308,2606,2294,7629,3650,2449,1794,2293,1123,1685
Participant 185,Consistant,Target 4 Raw Latency,1732,3183,1497,1778,4711,1856,1981,1264,920,2870,1903,1326,3713,2075,1404,2418,1389,1420,2169,1388,1514,1295,4992,3807,1170,1997,1357,1357,2371,2059,1388,3510
Participant 185,Consistant,Target 5 Raw Latency,1965,2340,1857,2153,1217,1685,1560,2792,1389,2418,1404,1124,1576,1935,2121,2090,1373,2043,3494,8159,1326,2059,2496,4166,1357,1467,1326,1310,1341,2465,2371,2558
Participant 185,Consistant,Target 6 Raw Latency,2324,1076,1529,2699,1373,3026,1232,1841,1731,1342,3354,2153,5850,1451,3369,3713,4134,4274,2574,3245,2012,1732,1201,1560,1482,1420,1389,952,3682,1825,1872,2948
Participant 185,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 185,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 185,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 185,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 185,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 185,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 185,Consistant,Target 1 Accuracy,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,,Wrong,Correct,,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Wrong,Correct,Correct,,Correct,,Correct
Participant 185,Consistant,Target 2 Accuracy,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,,Wrong,Correct
Participant 185,Consistant,Target 3 Accuracy,Correct,Correct,Correct,,Correct,,Correct,Correct,,,Correct,Correct,Correct,,,Correct,Correct,Wrong,,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct
Participant 185,Consistant,Target 4 Accuracy,,Correct,,Correct,,,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,,Correct,Correct,Correct,Correct,,Correct,,Correct,,,Correct,Correct
Participant 185,Consistant,Target 5 Accuracy,,Correct,Correct,Correct,,Wrong,Correct,Correct,Correct,,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Wrong,Correct,Wrong
Participant 185,Consistant,Target 6 Accuracy,Correct,,Correct,Correct,Correct,Correct,,,,Correct,,Correct,Wrong,,Correct,Wrong,,,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,
Participant 185,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 185,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 185,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 185,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 185,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 185,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 195,Inconsistant,Target 1 Raw Latency,1950,1560,2137,1404,1264,2418,1654,1436,889,1794,1264,1592,1497,1498,1233,2387,999,1716,1950,1092,1388,1684,2948,1825,1170,1092,1903,1154,1279,1950,1216,1170
Participant 195,Inconsistant,Target 2 Raw Latency,2246,1076,2699,1825,983,3338,2496,1154,1014,982,1202,1139,1498,1513,1435,1107,1295,2324,983,1342,2605,1716,2137,1654,1014,1856,1124,1466,1529,1217,1388,1233
Participant 195,Inconsistant,Target 3 Raw Latency,3073,1139,1217,2044,1435,1311,2433,1233,1311,1856,2871,1404,1513,2122,1701,1669,1170,1108,1451,983,1779,1451,1326,2730,1030,1108,1357,1170,1872,1451,1466,1202
Participant 195,Inconsistant,Target 4 Raw Latency,1435,1934,1607,1497,1498,2449,2340,2995,967,1466,1185,1420,1575,3073,2153,1217,1030,1216,1638,1435,1294,1311,2668,2465,1123,1279,1326,1077,1373,1076,1856,1700
Participant 195,Inconsistant,Target 5 Raw Latency,1264,3541,1435,1061,1373,1154,3261,1903,2184,1029,1216,1170,1794,1950,1904,1623,1529,1295,2153,1622,4352,2137,1997,2090,1060,1575,1358,1014,1014,1903,1701,1108
Participant 195,Inconsistant,Target 6 Raw Latency,1700,1965,1404,967,6459,3088,1872,3183,983,921,1295,1357,1029,1404,2340,1872,1060,998,2043,1732,1654,1560,2013,1513,1372,1030,1310,1295,1248,1670,1856,1232
Participant 195,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 195,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 195,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 195,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 195,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 195,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 195,Inconsistant,Target 1 Accuracy,,Correct,Correct,Correct,Correct,,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,,,Correct,Correct,Correct,Correct,,,Correct
Participant 195,Inconsistant,Target 2 Accuracy,Correct,,Correct,,Correct,Correct,Wrong,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Wrong,Correct,,Correct,,Correct,Correct,Correct,Correct
Participant 195,Inconsistant,Target 3 Accuracy,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,
Participant 195,Inconsistant,Target 4 Accuracy,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Wrong,,Correct,Correct,Correct,Correct,Wrong,Correct,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct
Participant 195,Inconsistant,Target 5 Accuracy,Correct,Correct,,Wrong,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,
Participant 195,Inconsistant,Target 6 Accuracy,Correct,,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 195,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 195,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 195,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 195,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 195,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 195,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 25,Consistant,Target 1 Raw Latency,827,1576,2138,1248,1935,2792,1388,1638,1295,1467,2028,1997,1700,1513,921,1950,1202,1997,2933,1701,1279,4946,2402,1263,1061,3603,1233,3369,1202,1295,1420,1373
Participant 25,Consistant,Target 2 Raw Latency,1264,5881,2574,1622,1404,1420,2387,1763,2230,1747,1077,2527,1092,4118,2293,1388,1903,1779,1591,1466,3010,2278,1981,1856,1280,1685,2433,1310,1233,1856,1763,1436
Participant 25,Consistant,Target 3 Raw Latency,1186,1232,1544,1295,1965,2402,2278,2262,1373,920,1450,1092,1061,1201,1592,1467,1232,1061,1997,1217,1872,2324,2246,1217,1450,2060,3214,1123,1045,2247,1872,3089
Participant 25,Consistant,Target 4 Raw Latency,1420,1404,2106,1872,1248,1779,5881,1326,1186,2902,1981,1467,1233,1638,2621,1311,1092,2200,2153,1544,1217,2855,3556,1045,1341,1529,1373,1123,2449,1607,2075,1014
Participant 25,Consistant,Target 5 Raw Latency,952,1435,1373,1763,1061,1295,3790,2839,1202,2340,1217,1498,1685,2121,1170,1623,1794,1716,1700,1295,4009,1326,1591,1170,1139,2200,1809,1389,1217,1279,1107,1529
Participant 25,Consistant,Target 6 Raw Latency,1638,2169,1575,2590,1154,1185,1919,3214,2216,1747,1716,4509,1279,1202,1389,2730,1763,1560,3120,998,2199,1716,1248,1373,1155,2434,3058,1419,1560,4041,858,1170
Participant 25,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 25,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 25,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 25,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 25,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
